chr,start,end,strand,symbol,length,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,RAS/CAS,PValueRAS/CAS,FDR,RAS/WT,PValueRAS/WT,FDR,P53KO/WT,PValueP53KO/WT,FDR,CAS/WT,PValueCAS/WT,FDR,Name
chr14,47502639,47725492,+,Samd4,7436,231,271,303,260,653,345,183,146,0.79,0.007624339,0.020139764,0.5,0.035154172,0.156330457,0.192992186,0.231250395,0.442544399,-0.293607078,0.622382985,0.870616337,sterile alpha motif domain containing 4
chr7,29184540,29221210,-,Samd4b,4404,565,836,1673,1456,2353,1484,817,910,0.18,0.384180198,0.610151562,0.19,0.532356543,0.965202196,-0.672574024,0.002506107,0.009081852,0.012851104,0.813557919,1,sterile alpha motif domain containing 4B
chr10,9347056,9395006,-,Samd5,2497,2,10,4,12,6,2,2,0,0.7,0.248621176,0.425600776,0.22,0.779633604,1,-0.235988944,0.119137646,0.258447608,-0.477080017,0.132303821,0.23267051,sterile alpha motif domain containing 5
chr3,30645214,30666096,+,Samd7,3199,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,sterile alpha motif domain containing 7
chr14,22569752,22617947,+,Samd8,7003,855,1026,1070,952,3356,2624,1153,1788,1.33,5.88E-10,4.44E-09,0.2,0.886407658,1,-0.57122794,7.75E-05,0.00039954,-1.127401196,1.54E-09,7.51E-09,sterile alpha motif domain containing 8
chr6,3322256,3349571,-,Samd9l,5331,1253,2168,6854,5500,4375,2422,820,582,-0.96,2.11E-05,8.88E-05,1.08,2.78E-07,5.92E-06,0.468947697,5.08E-05,0.000272212,2.040261648,9.33E-20,9.74E-19,sterile alpha motif domain containing 9-like
chr2,156923264,156960958,-,Samhd1,4027,2655,4125,12160,10925,7287,2512,888,733,-1.05,8.96E-09,5.95E-08,1.7,7.68E-09,2.12E-07,1.43743292,9.47E-12,1.56E-10,2.752468462,6.76E-28,1.26E-26,"SAM domain and HD domain, 1"
chr15,84022662,84044733,+,Samm50,1688,4915,5273,5013,4663,10442,6752,5281,4982,0.74,0.000180925,0.000657087,-0.35,0.138238562,0.419407857,-0.244524416,0.117690893,0.255763639,-1.096156116,2.07E-07,8.32E-07,SAMM50 sorting and assembly machinery component
chr16,75859038,75909511,-,Samsn1,1853,834,1088,1006,1012,383,134,16,6,-1.67,1.02E-10,8.40E-10,3.17,7.95E-16,7.39E-14,5.449611162,1.41E-43,5.85E-41,4.839081078,3.28E-38,1.27E-36,"SAM domain, SH3 domain and nuclear localization signals, 1"
chr18,31794036,31882715,+,Sap130,4036,544,703,1123,842,2298,1231,883,678,0.72,0.001198195,0.003740234,0.05,0.576295974,1,-0.839004675,0.004700115,0.015780218,-0.672065637,0.007820765,0.017728696,"splicing factor 3b, subunit 3"
chr14,58417025,58423817,+,Sap18,3462,3049,2707,3425,3457,4310,3069,2302,2133,0.02,0.964883241,1,-0.43,0.208900215,0.550058569,0.264542637,0.626399757,0.936576387,-0.448361505,0.225630817,0.372498415,Sin3-associated polypeptide 18
chr5,138082700,138084130,+,Sap25,1070,1818,2195,5425,2635,1398,337,153,61,-2.26,1.66E-07,9.43E-07,1.86,7.70E-05,0.000942846,3.41443005,6.35E-15,1.57E-13,4.11265982,4.93E-17,4.28E-16,leucine-rich repeats and calponin homology (CH) domain containing 4
chr8,59961498,59966657,-,Sap30,1187,428,428,1696,1684,637,319,202,182,-1.72,4.35E-16,6.37E-15,0.33,0.311647883,0.705915868,0.938994686,0.000422536,0.001853831,2.040773058,4.94E-19,4.91E-18,sin3 associated polypeptide
chr11,115794972,115826848,+,Sap30bp,2097,653,810,1210,1175,1907,1272,830,801,0.34,0.120664843,0.231511351,-0.14,0.773308718,1,-0.486373647,0.019526905,0.055348944,-0.478079986,0.067520397,0.127523285,SAP30 binding protein
chr11,57615138,57624117,+,Sap30l,1553,1318,1008,1183,1223,2947,2207,905,1119,1,7.16E-05,2.78E-04,0.37,0.160177946,0.462548316,0.402093972,0.819011795,1,-0.635606614,0.010089399,0.022487544,SAP30-like
chr10,61143068,61156045,+,Sar1a,2609,4949,5676,6257,6055,9729,6997,4327,4788,0.32,0.076720853,0.156650204,-0.17,0.495366488,0.933266249,0.052804285,0.721898138,1,-0.489102504,0.014425425,0.031281783,secretion associated Ras related GTPase 1A
chr11,51577164,51605455,+,Sar1b,1260,12044,10275,7793,7534,16219,13604,10031,8211,0.74,0.000534927,0.001776974,-0.64,0.283126537,0.667125694,0.122872599,0.925780686,1,-1.38530877,6.67E-06,2.31E-05,secretion associated Ras related GTPase 1B
chr2,27043912,27102823,-,Sardh,4579,21397,26417,8254,8582,55575,44973,55192,47328,2.44,2.11E-29,1.05E-27,-1.33,1.58E-06,2.93E-05,-1.508016316,5.79E-11,8.53E-10,-3.762362731,4.79E-52,4.65E-50,sarcosine dehydrogenase
chr11,78285831,78311256,-,Sarm1,5173,14,14,69,61,87,68,14,22,-0.01,0.731568861,0.990888235,1.21,0.024545664,0.119139774,-0.107511727,0.251193476,0.4731126,1.223436817,0.056415942,0.108239618,sterile alpha and HEAT/Armadillo motif containing 1
chr10,128258826,128314694,+,Sarnp,1073,932,579,1148,1109,752,548,286,305,-0.92,0.001801394,0.005431995,0.06,0.648485864,1,1.561636326,0.00015835,0.000760654,0.979895872,0.000406948,0.001125754,SAP domain containing ribonucleoprotein
chr3,108227781,108248177,-,Sars,3716,2843,2743,4758,4651,8081,5390,3417,3460,0.45,0.043641632,0.095826863,-0.09,0.807943651,1,-0.405960877,0.003700711,0.012796388,-0.543661117,0.024067218,0.049788334,seryl-aminoacyl-tRNA synthetase
chr7,29526986,29538898,+,Sars2,1926,516,653,1542,1061,1307,743,711,555,-0.55,0.032760802,0.074199497,-0.46,0.116008569,0.372381098,-0.60291276,0.066000273,0.156937756,0.097041741,0.586841053,0.8280623,seryl-aminoacyl-tRNA synthetase 2
chr19,5377522,5388703,-,Sart1,5111,1959,2700,3994,3222,4165,2157,1719,1567,-0.25,0.07359594,0.151186215,-0.06,0.545680174,0.975998572,0.047283163,0.296127133,0.53828663,0.195150663,0.239398199,0.392411777,squamous cell carcinoma antigen recognized by T cells 1
chr5,114192454,114221658,-,Sart3,3605,701,1093,2429,1719,1706,896,696,748,-0.82,0.000247105,0.000874881,-0.04,0.353627489,0.753924697,-0.131170342,0.997888718,1,0.782286005,0.006520742,0.014962682,squamous cell carcinoma antigen recognized by T cells 3
chr10,8442016,8605868,-,Sash1,7203,693,1328,2147,1744,2524,1421,1122,1480,-0.08,0.624436298,0.874579616,-0.16,0.063554556,0.241854902,-0.836240717,0.00422251,0.014380295,-0.084197988,0.17148874,0.292184627,SAM and SH3 domain containing 1
chrX,45499703,45514740,+,Sash3,2592,662,1043,3060,2872,1341,395,63,48,-1.49,2.12E-10,1.68E-09,3.06,4.36E-16,4.25E-14,3.225404605,2.42E-24,1.62E-22,4.552795016,6.37E-39,2.60E-37,SAM and SH3 domain containing 3
chr3,116297925,116333902,+,Sass6,4258,78,110,705,644,282,127,51,46,-1.61,8.58E-11,7.13E-10,1.13,0.001937949,0.015360824,0.458441569,0.051012596,0.125879456,2.738500918,1.27E-19,1.31E-18,SAS-6 centriolar assembly protein
chrX,151647681,151650952,-,Sat1,1121,13318,12564,19605,18498,19029,8543,2124,2401,-0.36,0.007050303,0.018794339,1.83,5.39E-10,1.86E-08,2.507005557,4.53E-19,1.79E-17,2.184678553,4.20E-18,3.91E-17,spermidine/spermine N1-acetyl transferase 1
chr11,69435610,69437371,+,Sat2,888,360,413,424,376,1200,842,632,552,1.18,1.21E-06,6.10E-06,-0.41,0.37520927,0.781770076,-0.950418367,0.000429938,0.001883461,-1.593507426,1.47E-08,6.58E-08,"solute carrier family 38, member 2"
chr17,51875511,51972615,-,Satb1,6802,152,198,707,585,122,69,32,22,-2.81,3.68E-22,9.79E-21,0.58,0.025440951,0.122487611,2.061634774,7.65E-13,1.46E-11,3.393491192,1.22E-28,2.39E-27,special AT-rich sequence binding protein 1
chr1,56850824,57028178,-,Satb2,5297,31,38,25,18,69,57,12,22,1.01,0.001170214,0.003658296,1.09,0.056443693,0.221355287,1.17523856,0.152475604,0.315907376,0.079088842,0.285894942,0.458853484,special AT-rich sequence binding protein 2
chrX,109497913,109520388,-,Satl1,2418,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1.436888405,0.563194379,0.864402986,0,1,1,spermidine/spermine N1-acetyl transferase-like 1
chr12,71065998,71087989,-,Sav1,2529,1020,1317,1879,1639,1762,957,588,667,-0.4,0.009603246,0.024772942,0.25,0.754447039,1,0.652798595,0.003175219,0.011187399,0.654025379,0.003996213,0.00949126,salvador family WW domain containing 1
chr5,130721601,130731332,-,Sbds,1484,2684,3262,3324,3226,8278,5284,3165,3070,1,6.72E-07,3.51E-06,0.05,0.605143512,1,-0.378689583,0.050681974,0.125156632,-0.950477285,8.56E-06,2.92E-05,SBDS ribosome assembly guanine nucleotide exchange factor
chr15,89118666,89145742,-,Sbf1,6309,1490,2593,5253,3285,4268,1921,1688,1942,-0.61,0.01099945,0.028060067,0,0.203346063,0.53965542,-0.321244963,0.541467212,0.856265935,0.617311718,0.204032573,0.339956767,SET binding factor 1
chr7,117451526,117758434,-,Sbf2,7204,548,1096,996,958,2669,1620,1204,1303,1.11,2.65E-05,1.10E-04,-0.19,0.272587315,0.65182634,-1.27667421,8.63E-05,0.000440798,-1.294396745,1.52E-07,6.19E-07,SET binding factor 2
chr7,133416132,133438513,+,Sbk1,4096,1177,1796,775,776,1983,1241,803,713,1.04,5.11E-06,2.37E-05,-0.03,0.770619794,1,0.409491825,0.001086125,0.004304492,-1.073113108,2.30E-05,7.53E-05,SH3-binding kinase 1
chr7,4908682,4915950,-,Sbk2,1143,0,0,6,0,0,0,0,0,-2.08,0.122227247,0.233848787,0,1,1,0,1,1,2.077215948,0.239197845,0.392221684,"SH3-binding domain kinase family, member 2"
chr5,124818710,124875923,-,Sbno1,10103,1729,2256,3882,3002,4579,2759,1582,1953,-0.08,0.884864832,1,0.2,0.929146378,1,-0.012746799,0.560251708,0.864402986,0.274267203,0.814828671,1,strawberry notch homolog 1 (Drosophila)
chr10,79519758,79565447,-,Sbno2,4672,1934,3266,5024,3458,5022,1959,1103,887,-0.31,0.056949825,0.12126754,0.85,0.004280439,0.029597561,0.667947624,1.78E-05,0.000105701,1.16582871,2.46E-06,8.89E-06,strawberry notch homolog 2 (Drosophila)
chr17,24078962,24082574,+,Sbp,843,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,sex hormone binding globulin
chr17,24090051,24092240,-,Sbpl,880,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,spermine binding protein-like
chr7,31536489,31541153,+,Sbsn,2290,34,45,214,117,40,4,9,12,-2.48,3.72E-07,2.01E-06,0.95,0.879169668,1,1.665527693,0.014119774,0.041716698,3.429461887,2.66E-06,9.61E-06,suprabasin
chr9,42062259,42072383,-,Sc5d,2255,16860,19517,7078,6773,58473,46692,35911,31265,2.73,1.24E-38,1.22E-36,-0.63,0.093860607,0.321302181,-1.231772275,1.25E-08,1.30E-07,-3.363931533,1.01E-46,6.86E-45,sterol-C5-desaturase
chr7,52258319,52271619,-,Scaf1,4188,1586,2397,4421,3183,5011,2602,2173,1754,-0.13,0.49953642,0.755759807,-0.13,0.61879006,1,-0.59538516,0.169862807,0.343898566,0.003972495,0.861740017,1,SR-related CTD-associated factor 1
chr15,96242128,96291274,-,Scaf11,7739,1705,2075,3492,3026,5091,3398,2061,2665,0.23,0.203980834,0.360989536,-0.03,0.415957055,0.836087351,-0.414167691,0.00387033,0.01330569,-0.260170017,0.037644187,0.074991506,SR-related CTD-associated factor 11
chr16,90229384,90284670,-,Scaf4,4201,872,1460,2063,1460,2554,1453,1104,876,-0.01,0.805168373,1,-0.12,0.906226245,1,-0.481901097,0.73026501,1,-0.118037466,0.715270674,0.975659146,SR-related CTD-associated factor 4
chr17,3114971,3198859,+,Scaf8,4893,930,1153,2464,2100,2040,1376,948,1011,-0.59,0.005618086,0.015349674,-0.23,0.265563099,0.642281864,-0.168414167,0.286068087,0.523770768,0.356622259,0.101342396,0.183398012,SR-related CTD-associated factor 8
chr2,38921734,39046250,-,Scai,10722,173,312,852,558,435,206,122,145,-1.27,5.08E-04,1.69E-03,0.51,0.617088152,1,0.356651906,0.15296401,0.316640655,1.779022931,8.69E-05,0.000265088,suppressor of cancer cell invasion
chr13,94971387,95055236,-,Scamp1,3597,1880,3074,1929,1919,6068,4876,1965,2625,1.34,1.62E-08,1.04E-07,0.29,0.278140253,0.660196046,-0.204881616,0.408303758,0.697873011,-1.047843965,4.20E-06,1.49E-05,secretory carrier membrane protein 1
chr9,57408750,57436605,+,Scamp2,2351,929,1173,2673,2545,2520,1404,990,947,-0.4,0.00262349,0.007665315,0.01,0.877434114,1,-0.232621726,0.344387113,0.608589194,0.410808546,0.004648525,0.010924434,secretory carrier membrane protein 2
chr3,88981406,88986692,+,Scamp3,1491,2363,2681,2869,2400,4852,3074,2632,2452,0.44,0.011096241,0.028282149,-0.45,0.036686074,0.161334673,-0.296369525,0.10534069,0.233065274,-0.896158092,4.24E-06,1.50E-05,secretory carrier membrane protein 3
chr10,80065626,80078528,+,Scamp4,1809,955,1403,1930,1778,3786,2386,1471,1174,0.66,0.001782945,0.005381253,0.03,0.32039381,0.716134803,-0.764137565,0.016092345,0.046824353,-0.629483587,0.034069625,0.068451463,secretory carrier membrane protein 4
chr9,57289133,57315831,-,Scamp5,3198,577,793,1180,987,2359,1302,758,792,0.68,0.008316413,0.02179202,0.3,0.41420817,0.833653579,-0.534106797,0.041461573,0.105376964,-0.381734477,0.070537581,0.132510984,secretory carrier membrane protein 5
chr2,156137581,156138440,-,Scand1,762,2418,1625,2331,2216,3355,2103,1101,1011,0.21,0.657305877,0.91057395,0.27,0.264601379,0.640756075,0.993788281,0.025061707,0.068578133,0.060207252,0.501115802,0.737439589,SCAN domain-containing 1
chr9,110235796,110287450,+,Scap,4309,2542,3433,3204,2664,9194,6130,6227,6452,1.21,1.66E-11,1.49E-10,-0.77,6.83E-05,0.000846617,-1.433238975,2.75E-13,5.53E-12,-1.978913789,1.47E-25,2.27E-24,SH2 domain containing 2A
chr9,55397689,55785922,-,Scaper,5292,310,263,480,479,359,269,207,232,-0.73,0.014379645,0.035657592,-0.55,0.103435589,0.344338949,0.442920988,0.697289121,1,0.187594253,0.436736302,0.653768223,S phase cyclin A-associated protein in the ER
chr14,66538231,66572581,-,Scara3,3411,20,47,222,230,340,199,194,110,0.31,0.757798754,1,-0.52,0.546960944,0.976848531,-3.380089953,2.34E-10,3.18E-09,-0.833990726,0.364226946,0.557470642,"scavenger receptor class A, member 3"
chr14,66285239,66383663,+,Scara5,5606,462,604,1568,1270,2081,1446,137,290,0.09,0.458645728,0.705188668,2.58,1.29E-11,5.76E-10,1.609891427,0.000574416,0.002446296,2.49174391,1.06E-09,5.24E-09,"scavenger receptor class A, member 5"
chr5,125757456,125821464,-,Scarb1,3113,4354,5703,3986,3421,13241,9122,6333,8591,1.42,6.41E-13,6.66E-12,-0.27,0.034679973,0.154911416,-0.681389354,2.13E-05,0.000124043,-1.6884653,6.00E-20,6.35E-19,"scavenger receptor class B, member 1"
chr5,92872898,92934634,-,Scarb2,2122,3428,3069,2828,2964,7926,5509,3675,4485,1.17,1.67E-06,8.26E-06,-0.23,0.198758,0.531144907,-0.241012138,0.008505956,0.026698868,-1.39928888,1.77E-09,8.60E-09,"scavenger receptor class B, member 2"
chr11,75327042,75340082,+,Scarf1,2895,1597,1750,809,495,2170,905,518,566,1.11,4.73E-05,1.89E-04,0.73,0.115986027,0.37236017,1.481712883,3.92E-07,3.17E-06,-0.3714699,0.012710143,0.027798206,"scavenger receptor class F, member 1"
chr16,17797374,17808380,+,Scarf2,3313,790,970,799,617,848,298,184,166,-0.22,0.060705466,0.128032947,0.88,0.035090529,0.156166965,1.954048115,1.09E-12,2.03E-11,1.09366592,8.46E-05,0.000258387,"scavenger receptor class F, member 2"
chr1,181598361,181617315,+,Sccpdh,1934,208,204,341,284,266,182,93,143,-0.67,0.037455395,0.083569832,0.18,0.768469334,1,1.018315692,0.072466102,0.170267133,0.850647033,0.08536815,0.157531825,saccharopine dehydrogenase (putative)
chr19,44468939,44482199,-,Scd1,4843,93060,175700,30625,30641,973542,783643,652347,759057,4.68,8.01E-54,1.55E-51,-0.76,0.01123577,0.064890482,-2.95041551,3.15E-22,1.68E-20,-5.433920914,2.56E-65,4.91E-63,stearoyl-Coenzyme A desaturase 1
chr19,44368165,44381352,+,Scd2,5457,676,1388,4937,4412,2041,832,2881,4120,-1.58,4.98E-09,3.40E-08,-1.83,5.09E-13,2.80E-11,-2.232032478,1.48E-10,2.07E-09,-0.24392593,0.122320644,0.217018992,stearoyl-Coenzyme A desaturase 2
chr19,44277777,44318506,+,Scd3,3476,127,1022,120,115,1416,1496,6352,9101,3.23,7.35E-09,4.92E-08,-3.51,3.74E-08,9.28E-07,-5.793458194,4.92E-11,7.31E-10,-6.731344055,7.42E-22,8.86E-21,stearoyl-coenzyme A desaturase 3
chr19,44407815,44421233,+,Scd4,3078,26,137,36,34,40,43,1068,1583,-0.26,0.759905839,1,-6.11,4.86E-17,5.45E-15,-5.504839232,1.64E-11,2.61E-10,-5.846302202,8.81E-18,8.03E-17,stearoyl-coenzyme A desaturase 4
chr14,103912557,104012563,+,Scel,3084,40,67,6969,5800,12,9,0,0,-9.26,4.11E-139,1.59E-135,2.33,0.000512091,0.005014283,5.053805174,7.70E-20,3.28E-18,11.5871219,1.49E-138,4.34E-135,sciellin
chr12,52478566,52551083,+,Scfd1,2116,1492,1902,2260,2420,4412,3472,2717,2604,0.65,0.001061938,0.003351819,-0.64,0.03402305,0.152708907,-1.00527494,2.74E-06,1.90E-05,-1.287345511,8.97E-08,3.75E-07,Sec1 family domain containing 1
chr5,74600840,74927774,-,Scfd2,6065,210,267,454,429,723,497,488,509,0.36,0.104330884,0.204439271,-0.77,0.000901013,0.008185905,-1.352700057,1.43E-09,1.72E-08,-1.124395283,9.81E-07,3.69E-06,Sec1 family domain containing 2
chr1,79431243,79436665,-,Scg2,2487,4,0,12,10,0,0,2,0,-2.65,0.00066363,0.002163688,-1.5,0.307138432,0.70027442,0.646521514,0.746136004,1,1.144919866,0.070024081,0.131663402,secretogranin II
chr9,75491172,75531863,-,Scg3,2219,0,0,4,0,0,0,0,2,-1.65,0.218420484,0.382604631,0,0.339140513,0.738958978,0,0.559427009,0.864402986,1.645107159,1,1,secretogranin III
chr2,113616469,113669248,-,Scg5,1233,2,0,2,2,0,0,0,0,-0.85,0.171244371,0.311450867,0,1,1,1.436888405,0.530024754,0.845710627,0.846423614,0.295037131,0.468924873,secretogranin V
chr19,9158131,9162446,-,Scgb1a1,471,1,0,0,4,0,0,0,0,0,0.215224596,0.377838012,0,1,1,0.881046073,1,1,0,0.336197069,0.523779572,"secretoglobin, family 1A, member 1 (uteroglobin)"
chr7,148031463,148032668,+,Scgb1c1,440,0,6,0,0,4,8,4,8,0.83,0.006564816,0.017647928,-1.33,0.411381314,0.830265022,-2.168999438,0.265768899,0.494631955,-2.168999438,0.001950762,0.004884788,"secretoglobin, family 1C, member 1"
chr11,49477111,49478620,+,Scgb3a1,602,11,1,14,7,15,4,6,4,-0.13,0.810647071,1,0.12,0.912169728,1,0.69622053,1,1,0.24692024,1,1,"secretoglobin, family 3A, member 1"
chr18,43923980,43927053,+,Scgb3a2,844,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,"secretoglobin, family 3A, member 2"
chr13,24045325,24083083,-,Scgn,1422,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,"secretagogin, EF-hand calcium binding protein"
chr3,67868723,68430404,+,Schip1,2702,64,88,73,101,69,60,22,28,-0.38,0.155531146,0.287988514,0.25,0.350098452,0.749607443,1.358462009,0.001382257,0.005345032,0.627258215,0.024489921,0.050550323,schwannomin interacting protein 1
chr12,40786357,40860815,-,Scin,3013,0,0,6,6,7,0,0,0,0.21,0.385100823,0.611321252,2.02,0.091631275,0.316279642,0,1,1,1.810338271,0.013042769,0.02846675,scinderin
chr3,41430626,41546436,-,Sclt1,3041,216,323,742,573,651,400,205,303,-0.5,0.095230685,0.188997533,0.33,0.952360694,1,-0.065244131,0.427160759,0.723902405,0.834948159,0.086030806,0.158628684,sodium channel and clathrin linker 1
chr1,93194914,93217657,+,Scly,2219,3382,4442,3730,3216,8619,6250,6059,5263,0.89,3.40E-07,1.85E-06,-0.83,0.001682815,0.01370297,-0.982041827,2.04E-05,0.000119418,-1.720486885,5.42E-16,4.37E-15,selenocysteine lyase
chr4,120077885,120202804,+,Scmh1,3411,413,435,1462,1008,1151,628,430,434,-0.66,0.007010574,0.018697009,0.09,0.972675496,1,-0.197774657,0.17930466,0.359716968,0.744870581,0.008625564,0.019424234,sex comb on midleg homolog 1
chrX,157600703,157696145,+,Scml2,4873,0,2,0,2,4,0,0,0,1.44,1,1,1.44,0.311583816,0.705915868,0,0.541055878,0.856001754,0,0.541055878,0.782509092,sex comb on midleg-like 2 (Drosophila)
chr10,42580317,42680588,+,Scml4,4754,44,45,399,289,68,27,4,10,-2.76,4.10E-16,6.02E-15,2.55,0.00141773,0.011857039,3.046248303,2.17E-06,1.53E-05,5.314593684,1.21E-24,1.78E-23,sex comb on midleg-like 4 (Drosophila)
chr9,119517573,119628150,-,Scn10a,6448,16,22,4,2,12,2,2,2,1.05,0.317579545,0.522775792,1.09,0.656341084,1,2.323164967,0.0003499,0.001565591,0.042444977,1,1,"sodium channel, voltage-gated, type X, alpha"
chr9,119662882,119734574,-,Scn11a,5862,0,2,198,109,2,0,0,0,-5.63,1.00E-22,2.85E-21,0.86,1,1,0,0.510408244,0.832146656,6.489311187,9.55E-19,9.33E-18,"sodium channel, voltage-gated, type XI, alpha"
chr2,66108838,66278894,-,Scn1a,8314,0,0,840,580,0,0,0,0,-8.54,2.99E-56,6.37E-54,0,1,1,0,1,1,8.541218526,8.88E-47,6.09E-45,"sodium channel, voltage-gated, type I, alpha"
chr7,31901542,31911964,-,Scn1b,1521,681,755,764,753,1485,840,136,133,0.65,0.036024841,0.080796884,2.11,1.34E-17,1.64E-15,2.174055255,2.19E-18,8.15E-17,1.458597519,3.19E-11,1.79E-10,"sodium channel, voltage-gated, type I, beta"
chr2,65508501,65605504,+,Scn2a1,8716,4,4,30,2,18,10,0,20,-1.14,0.895159985,1,2.9,0.749663814,1,2.092559849,0.353553552,0.620587956,4.03850215,0.878806571,1,"sodium channel, voltage-gated, type II, alpha"
chr9,44925958,44938153,+,Scn2b,4566,2,10,1232,853,6,10,2,0,-7.82,6.40E-46,9.07E-44,-0.23,0.054429493,0.21522699,-0.235988944,0.034842819,0.091051898,7.589066539,2.02E-47,1.43E-45,"sodium channel, voltage-gated, type II, beta"
chr2,65295174,65405549,-,Scn3a,9587,15,22,28,24,9,4,0,6,-1.62,0.0035342,0.010042157,2.12,1,1,3.709426072,0.006996567,0.02249588,3.733381488,0.007000143,0.015997966,"sodium channel, voltage-gated, type II, alpha"
chr9,40076800,40099203,+,Scn3b,4611,14,34,12,10,38,18,6,0,1.25,0.057349197,0.122006164,1.2,0.003345969,0.024066953,0.88088672,0.000515266,0.002213861,-0.056899833,0.263702167,0.427396497,"sodium channel, voltage-gated, type III, beta"
chr11,106179906,106210704,-,Scn4a,6622,8,14,27,47,22,7,2,0,-0.28,0.012569553,0.031648581,1.75,0.007012556,0.044334006,1.378237281,0.002514812,0.009110558,2.027488832,6.10E-06,2.12E-05,"sodium channel, voltage-gated, type IV, alpha"
chr9,44947124,44962144,+,Scn4b,4249,0,4,129,89,2,0,2,0,-5.01,1.30E-21,3.27E-20,-0.64,0.637983123,1,-1.502451638,1,1,4.369352019,5.26E-15,3.95E-14,"sodium channel, type IV, beta"
chr9,119392525,119488134,-,Scn5a,8576,0,8,42,46,3,4,0,3,-3.43,2.76E-06,1.33E-05,0.81,1,1,0,0.422517908,0.717733805,4.243547523,9.74E-06,3.31E-05,"sodium channel, voltage-gated, type V, alpha"
chr2,66511482,66622967,-,Scn7a,7358,0,18,147,95,26,10,2,6,-2.62,8.82E-06,3.94E-05,2,0.232565317,0.590625938,-1.43647769,0.463871354,0.772177513,4.623873624,1.26E-07,5.17E-07,"sodium channel, voltage-gated, type VII, alpha"
chr15,100701113,100876360,+,Scn8a,11413,125,105,217,188,243,108,14,62,-0.13,0.445595051,0.689134823,2.76,0.032485713,0.148032936,2.976985924,0.012071229,0.0364521,2.88616187,0.004089923,0.009695992,"sodium channel, voltage-gated, type VIII, alpha"
chr2,66318137,66473009,-,Scn9a,9840,0,4,0,2,0,0,0,0,0,0.563578867,0.805706993,0,1,1,0,0.345368301,0.609952072,0,0.563578867,0.799900628,"sodium channel, voltage-gated, type IX, alpha"
chr3,94933640,94937934,-,Scnm1,879,831,863,1681,1310,1620,958,753,647,-0.37,0.116263329,0.224401398,-0.23,0.472559224,0.906726913,0.001418331,0.976439286,1,0.137727673,0.40238706,0.608582277,sodium channel modifier 1
chr6,125271357,125294960,+,Scnn1a,3510,1170,1686,467,343,3287,2071,1843,1734,2.49,2.63E-34,1.98E-32,-0.5,0.025455857,0.122533995,-0.796304945,0.001621358,0.006169018,-2.991773825,1.18E-44,6.97E-43,"sodium channel, nonvoltage-gated 1 alpha"
chr7,129008624,129062030,+,Scnn1b,2422,0,0,0,2,0,0,0,0,0,0.549299826,0.797485369,0,1,1,0,1,1,0,0.549299826,0.789530729,"sodium channel, nonvoltage-gated 1 beta"
chr7,128878020,128911991,+,Scnn1g,2978,2,6,4,4,0,0,0,0,-1.41,0.016820232,0.041018069,0,1,1,1.322315508,0.028197277,0.075810355,1.406537506,0.048194097,0.093859953,"sodium channel, nonvoltage-gated 1 gamma"
chr11,66866171,66880942,+,Sco1,4286,486,530,471,553,1126,850,704,800,0.95,0.000224672,0.000801561,-0.66,0.007475816,0.046691201,-0.673488111,0.000191887,0.000907501,-1.604763986,4.00E-10,2.05E-09,KIT proto-oncogene receptor tyrosine kinase
chr15,89202067,89204249,-,Sco2,1148,1084,1000,1592,1574,4832,3691,4899,4287,1.29,6.16E-10,4.64E-09,-1.36,2.28E-07,4.91E-06,-2.315215906,2.16E-27,1.93E-25,-2.642364765,6.26E-28,1.17E-26,SCO2 cytochrome c oxidase assembly protein
chr8,85958391,85982290,-,Scoc,2067,590,697,854,854,887,603,455,467,-0.26,0.142031186,0.26664551,-0.37,0.136825715,0.416317049,0.233515347,0.384030952,0.663017556,-0.11493358,0.974093544,1,short coiled-coil protein
chr4,107716434,107791152,-,Scp2,2680,103775,106258,42923,45165,248464,196028,184258,173032,2.22,6.96E-25,2.37E-23,-0.9,0.001222605,0.010570437,-0.969270684,6.17E-07,4.80E-06,-3.122999271,6.30E-39,2.57E-37,"sterol carrier protein 2, liver"
chr11,88785333,88816756,-,Scpep1,2087,1590,2098,2279,2262,6356,4384,2097,1828,1.17,7.00E-09,4.70E-08,0.26,0.022902797,0.112934648,-0.540168908,0.044447345,0.11188868,-0.901381747,0.000396201,0.001097202,serine carboxypeptidase 1
chr8,59934719,59956382,+,Scrg1,703,0,0,2,2,0,0,0,0,-0.85,0.166247523,0.304620689,0,1,1,0,1,1,0.846423614,0.290271192,0.463172317,scrapie responsive gene 1
chr15,75877615,75900160,-,Scrib,5585,1387,1946,2816,2044,3434,1876,1373,1267,-0.03,0.969538536,1,-0.01,0.832205845,1,-0.12658908,0.876886886,1,0.015889626,0.863199361,1,scribbled planar cell polarity
