Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,Ensembl ID,Uniprot ID
9930012K11Rik,current symbol,MGI:2145726,9930012K11Rik,RIKEN cDNA 9930012K11 gene,protein coding gene,ENSMUSG00000044551,Q66JV7
9930021J03Rik,current symbol,MGI:2444398,9930021J03Rik,RIKEN cDNA 9930021J03 gene,protein coding gene,ENSMUSG00000046138,H3BJK8
9930104L06Rik,current symbol,MGI:3041172,9930104L06Rik,RIKEN cDNA 9930104L06 gene,unclassified non-coding RNA gene,ENSMUSG00000044730,Q499E6
9930111J21Rik1,current symbol,MGI:3041173,9930111J21Rik1,RIKEN cDNA 9930111J21 gene 1,protein coding gene,ENSMUSG00000069893,
9930111J21Rik2,current symbol,MGI:3711310,9930111J21Rik2,RIKEN cDNA 9930111J21 gene 2,protein coding gene,ENSMUSG00000069892,
a,current symbol,MGI:87853,a,nonagouti,protein coding gene,ENSMUSG00000027596,Q03288
A130010J15Rik,current symbol,MGI:2441776,A130010J15Rik,RIKEN cDNA A130010J15 gene,protein coding gene,ENSMUSG00000079144,Q9DAE8
A1bg,current symbol,MGI:2152878,A1bg,alpha-1-B glycoprotein,protein coding gene,ENSMUSG00000022347,Q19LI2
A1cf,current symbol,MGI:1917115,A1cf,APOBEC1 complementation factor,protein coding gene,ENSMUSG00000052595,Q5YD48
A230046K03Rik,old symbol,MGI:2441787,Washc4,WASH complex subunit 4,protein coding gene,ENSMUSG00000034560,Q3UMB9
A230050P20Rik,current symbol,MGI:2441788,A230050P20Rik,RIKEN cDNA A230050P20 gene,protein coding gene,ENSMUSG00000038884,Q8CAK3
A230065H16Rik,current symbol,MGI:2685744,A230065H16Rik,RIKEN cDNA A230065H16 gene,protein coding gene,ENSMUSG00000087075,G3UW55
A2m,current symbol,MGI:2449119,A2m,alpha-2-macroglobulin,protein coding gene,ENSMUSG00000030111,Q6GQT1
A330050F15Rik,old symbol,MGI:2444600,Akain1,A kinase (PRKA) anchor inhibitor 1,protein coding gene,ENSMUSG00000091636,G3UWD5
A330070K13Rik,current symbol,MGI:2685897,A330070K13Rik,RIKEN cDNA A330070K13 gene,antisense lncRNA gene,ENSMUSG00000052014,Q8CA53
A3galt2,current symbol,MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",protein coding gene,ENSMUSG00000028794,Q3V1N9
A430005L14Rik,current symbol,MGI:2140680,A430005L14Rik,RIKEN cDNA A430005L14 gene,protein coding gene,ENSMUSG00000047613,Q80WR5
A430033K04Rik,current symbol,MGI:3583896,A430033K04Rik,RIKEN cDNA A430033K04 gene,protein coding gene,ENSMUSG00000056014,A0A0G2JET9
A430078G23Rik,current symbol,MGI:2442135,A430078G23Rik,RIKEN cDNA A430078G23 gene,protein coding gene,ENSMUSG00000074497,A0A140LHF8
A430089I19Rik,current symbol,MGI:2683305,A430089I19Rik,RIKEN cDNA A430089I19 gene,protein coding gene,ENSMUSG00000094560,Q8C9W1
A430105I19Rik,current symbol,MGI:2685199,A430105I19Rik,RIKEN cDNA A430105I19 gene,protein coding gene,ENSMUSG00000045838,A3KGF9
A430107P09Rik,current symbol,MGI:2444988,A430107P09Rik,RIKEN cDNA A430107P09 gene,unclassified non-coding RNA gene,,
A4galt,current symbol,MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",protein coding gene,ENSMUSG00000047878,Q67BJ4
A4gnt,current symbol,MGI:2143261,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase",protein coding gene,ENSMUSG00000037953,Q14BT6
A530016L24Rik,current symbol,MGI:2443020,A530016L24Rik,RIKEN cDNA A530016L24 gene,protein coding gene,ENSMUSG00000043122,Q8BNX7
A530032D15Rik,current symbol,MGI:3037746,A530032D15Rik,RIKEN cDNA A530032D15Rik gene,protein coding gene,ENSMUSG00000089844,E9PV05
A530054K11Rik,old symbol,MGI:3036250,Zfp729a,zinc finger protein 729a,protein coding gene,ENSMUSG00000021510,Q4QQP3
A530064D06Rik,current symbol,MGI:2443476,A530064D06Rik,RIKEN cDNA A530064D06 gene,protein coding gene,ENSMUSG00000043939,Q8BNV8
A530099J19Rik,current symbol,MGI:2441809,A530099J19Rik,RIKEN cDNA A530099J19 gene,protein coding gene,ENSMUSG00000047462,B9EKH0
A630001G21Rik,current symbol,MGI:2443131,A630001G21Rik,RIKEN cDNA A630001G21 gene,protein coding gene,ENSMUSG00000052760,Q3UTB2
A630023A22Rik,current symbol,MGI:2145657,A630023A22Rik,RIKEN cDNA A630023A22 gene,protein coding gene,ENSMUSG00000095493,J3QP60
A630033H20Rik,current symbol,MGI:2441814,A630033H20Rik,RIKEN cDNA A630033H20 gene,protein coding gene,ENSMUSG00000054293,A2ASC2
A630073D07Rik,current symbol,MGI:2686534,A630073D07Rik,RIKEN cDNA A630073D07 gene,protein coding gene,ENSMUSG00000067541,E9PWS6
A630076J17Rik,current symbol,MGI:2442999,A630076J17Rik,RIKEN cDNA A630076J17 gene,protein coding gene,ENSMUSG00000094613,J3QQ32
A630095E13Rik,current symbol,MGI:3055869,A630095E13Rik,RIKEN cDNA A630095E13 gene,protein coding gene,ENSMUSG00000070313,Q3UN54
A630095N17Rik,current symbol,MGI:2686470,A630095N17Rik,RIKEN cDNA A630095N17 gene,protein coding gene,ENSMUSG00000096094,A0A087WQ76
A730008H23Rik,old symbol,MGI:2685821,Hjurp,Holliday junction recognition protein,protein coding gene,ENSMUSG00000044783,Q6PG16
A730017C20Rik,current symbol,MGI:2442934,A730017C20Rik,RIKEN cDNA A730017C20 gene,protein coding gene,ENSMUSG00000050875,Q8C4X7
A830010M20Rik,current symbol,MGI:2445097,A830010M20Rik,RIKEN cDNA A830010M20 gene,protein coding gene,,Q80TK0
A830018L16Rik,current symbol,MGI:2444149,A830018L16Rik,RIKEN cDNA A830018L16 gene,protein coding gene,ENSMUSG00000057715,Q8BZJ8
A830080D01Rik,current symbol,MGI:2685992,A830080D01Rik,RIKEN cDNA A830080D01 gene,protein coding gene,ENSMUSG00000044150,A2AG58
A930009A15Rik,current symbol,MGI:1925048,A930009A15Rik,RIKEN cDNA A930009A15 gene,protein coding gene,ENSMUSG00000092210,G3UYI6
A930018P22Rik,current symbol,MGI:1915493,A930018P22Rik,RIKEN cDNA A930018P22 gene,protein coding gene,ENSMUSG00000032671,Q9D1Z2
AA415398,old symbol,MGI:3035485,Frg2f1,FSHD region gene 2 family member 1,protein coding gene,ENSMUSG00000087385,Q6P3A2
AA467197,current symbol,MGI:3034182,AA467197,expressed sequence AA467197,protein coding gene,ENSMUSG00000033213,Q810Q5
AA792892,current symbol,MGI:2140789,AA792892,expressed sequence AA792892,protein coding gene,ENSMUSG00000073497,Q8C2X7
AA986860,current symbol,MGI:2138143,AA986860,expressed sequence AA986860,protein coding gene,ENSMUSG00000042510,Q8BI29
AA987161,old symbol,MGI:2145180,Zfp729b,zinc finger protein 729b,protein coding gene,ENSMUSG00000058093,A0A0J9YSF5
Aaas,current symbol,MGI:2443767,Aaas,"achalasia, adrenocortical insufficiency, alacrimia",protein coding gene,ENSMUSG00000036678,P58742
Aacs,current symbol,MGI:1926144,Aacs,acetoacetyl-CoA synthetase,protein coding gene,ENSMUSG00000029482,Q9D2R0
Aadac,current symbol,MGI:1915008,Aadac,arylacetamide deacetylase,protein coding gene,ENSMUSG00000027761,Q99PG0
Aadacl2,current symbol,MGI:3646333,Aadacl2,arylacetamide deacetylase like 2,protein coding gene,ENSMUSG00000091376,B2RWD2
Aadacl3,current symbol,MGI:2685281,Aadacl3,arylacetamide deacetylase like 3,protein coding gene,ENSMUSG00000078507,A2A7Z8
Aadat,current symbol,MGI:1345167,Aadat,aminoadipate aminotransferase,protein coding gene,ENSMUSG00000057228,Q9WVM8
Aagab,current symbol,MGI:1914189,Aagab,alpha- and gamma-adaptin binding protein,protein coding gene,ENSMUSG00000037257,Q8R2R3
Aak1,current symbol,MGI:1098687,Aak1,AP2 associated kinase 1,protein coding gene,ENSMUSG00000057230,
Aamp,current symbol,MGI:107809,Aamp,angio-associated migratory protein,protein coding gene,ENSMUSG00000006299,A0A087WNM5
Aard,current symbol,MGI:2181621,Aard,alanine and arginine rich domain containing protein,protein coding gene,ENSMUSG00000068522,Q811W1
Aars,current symbol,MGI:2384560,Aars,alanyl-tRNA synthetase,protein coding gene,ENSMUSG00000031960,Q8BGQ7
Aars2,current symbol,MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",protein coding gene,ENSMUSG00000023938,Q14CH7
Aarsd1,current symbol,MGI:1916934,Aarsd1,alanyl-tRNA synthetase domain containing 1,protein coding gene,ENSMUSG00000075528,Q3THG9
Aasdh,current symbol,MGI:2442517,Aasdh,aminoadipate-semialdehyde dehydrogenase,protein coding gene,ENSMUSG00000055923,Q80WC9
Aasdhppt,current symbol,MGI:1914868,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,protein coding gene,ENSMUSG00000025894,Q9CQF6
Aass,current symbol,MGI:1353573,Aass,aminoadipate-semialdehyde synthase,protein coding gene,ENSMUSG00000029695,Q99K67
Aatf,current symbol,MGI:1929608,Aatf,apoptosis antagonizing transcription factor,protein coding gene,ENSMUSG00000018697,Q9JKX4
Aatk,current symbol,MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,protein coding gene,ENSMUSG00000025375,Q80YE4
AB124611,current symbol,MGI:3043001,AB124611,cDNA sequence AB124611,protein coding gene,ENSMUSG00000057191,Q75VT8
Abat,current symbol,MGI:2443582,Abat,4-aminobutyrate aminotransferase,protein coding gene,ENSMUSG00000057880,P61922
Abca1,current symbol,MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",protein coding gene,ENSMUSG00000015243,P41233
Abca12,current symbol,MGI:2676312,Abca12,"ATP-binding cassette, sub-family A (ABC1), member 12",protein coding gene,ENSMUSG00000050296,B2RY11
Abca13,current symbol,MGI:2388707,Abca13,"ATP-binding cassette, sub-family A (ABC1), member 13",protein coding gene,ENSMUSG00000004668,Q5SSE9
Abca14,current symbol,MGI:2388708,Abca14,"ATP-binding cassette, sub-family A (ABC1), member 14",protein coding gene,ENSMUSG00000062017,E9Q8F8
Abca15,current symbol,MGI:2388709,Abca15,"ATP-binding cassette, sub-family A (ABC1), member 15",protein coding gene,ENSMUSG00000054746,E9PWH4
Abca16,current symbol,MGI:2388711,Abca16,"ATP-binding cassette, sub-family A (ABC1), member 16",protein coding gene,ENSMUSG00000051900,E9PWJ7
Abca17,current symbol,MGI:3625331,Abca17,"ATP-binding cassette, sub-family A (ABC1), member 17",protein coding gene,ENSMUSG00000035435,E9PX95
Abca2,current symbol,MGI:99606,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",protein coding gene,ENSMUSG00000026944,P41234
Abca3,current symbol,MGI:1351617,Abca3,"ATP-binding cassette, sub-family A (ABC1), member 3",protein coding gene,ENSMUSG00000024130,Q8R420
Abca4,current symbol,MGI:109424,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",protein coding gene,ENSMUSG00000028125,O35600
Abca5,current symbol,MGI:2386607,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",protein coding gene,ENSMUSG00000018800,Q8K448
Abca6,current symbol,MGI:1923434,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",protein coding gene,ENSMUSG00000044749,Q8K441
Abca7,current symbol,MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",protein coding gene,ENSMUSG00000035722,Q91V24
Abca8a,current symbol,MGI:2386846,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",protein coding gene,ENSMUSG00000041828,Q8K442
Abca8b,current symbol,MGI:1351668,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",protein coding gene,ENSMUSG00000020620,Q8K440
Abca9,chicken symbol,MGI:1351668,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",protein coding gene,ENSMUSG00000020620,Q8K440
Abcb10,current symbol,MGI:1860508,Abcb10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",protein coding gene,ENSMUSG00000031974,Q9JI39
Abcb11,current symbol,MGI:1351619,Abcb11,"ATP-binding cassette, sub-family B (MDR/TAP), member 11",protein coding gene,ENSMUSG00000027048,Q9QY30
Abcb1a,current symbol,MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",protein coding gene,ENSMUSG00000040584,P21447
Abcb1b,current symbol,MGI:97568,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",protein coding gene,ENSMUSG00000028970,P06795
Abcb4,current symbol,MGI:97569,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",protein coding gene,ENSMUSG00000042476,P21440
Abcb5,current symbol,MGI:1924956,Abcb5,"ATP-binding cassette, sub-family B (MDR/TAP), member 5",protein coding gene,ENSMUSG00000072791,B5X0E4
Abcb6,current symbol,MGI:1921354,Abcb6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",protein coding gene,ENSMUSG00000026198,Q9DC29
Abcb7,current symbol,MGI:109533,Abcb7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",protein coding gene,ENSMUSG00000031333,Q61102
Abcb8,current symbol,MGI:1351667,Abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",protein coding gene,ENSMUSG00000028973,Q9CXJ4
Abcb9,current symbol,MGI:1861729,Abcb9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",protein coding gene,ENSMUSG00000029408,Q9JJ59
Abcc1,current symbol,MGI:102676,Abcc1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1",protein coding gene,ENSMUSG00000023088,O35379
Abcc10,current symbol,MGI:2386976,Abcc10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10",protein coding gene,ENSMUSG00000032842,Q8R4P9
Abcc12,current symbol,MGI:2441679,Abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12",protein coding gene,ENSMUSG00000036872,Q80WJ6
Abcc2,current symbol,MGI:1352447,Abcc2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",protein coding gene,ENSMUSG00000025194,
Abcc3,current symbol,MGI:1923658,Abcc3,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",protein coding gene,ENSMUSG00000020865,B2RX12
Abcc4,current symbol,MGI:2443111,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",protein coding gene,ENSMUSG00000032849,A0A1C9IC75
Abcc5,current symbol,MGI:1351644,Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",protein coding gene,ENSMUSG00000022822,Q9R1X5
Abcc6,current symbol,MGI:1351634,Abcc6,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6",protein coding gene,ENSMUSG00000030834,Q9R1S7
Abcc8,current symbol,MGI:1352629,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",protein coding gene,ENSMUSG00000040136,A0A1B0GR95
Abcc9,current symbol,MGI:1352630,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",protein coding gene,ENSMUSG00000030249,P70170
Abcd1,current symbol,MGI:1349215,Abcd1,"ATP-binding cassette, sub-family D (ALD), member 1",protein coding gene,ENSMUSG00000031378,P48410
Abcd2,current symbol,MGI:1349467,Abcd2,"ATP-binding cassette, sub-family D (ALD), member 2",protein coding gene,ENSMUSG00000055782,Q61285
Abcd3,current symbol,MGI:1349216,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3",protein coding gene,ENSMUSG00000028127,P55096
Abcd4,current symbol,MGI:1349217,Abcd4,"ATP-binding cassette, sub-family D (ALD), member 4",protein coding gene,ENSMUSG00000021240,O89016
Abce1,current symbol,MGI:1195458,Abce1,"ATP-binding cassette, sub-family E (OABP), member 1",protein coding gene,ENSMUSG00000058355,P61222
Abcf1,current symbol,MGI:1351658,Abcf1,"ATP-binding cassette, sub-family F (GCN20), member 1",protein coding gene,ENSMUSG00000038762,Q6P542
Abcf2,current symbol,MGI:1351657,Abcf2,"ATP-binding cassette, sub-family F (GCN20), member 2",protein coding gene,ENSMUSG00000028953,Q99LE6
Abcf3,current symbol,MGI:1351656,Abcf3,"ATP-binding cassette, sub-family F (GCN20), member 3",protein coding gene,ENSMUSG00000003234,Q8K268
Abcg1,current symbol,MGI:107704,Abcg1,"ATP-binding cassette, sub-family G (WHITE), member 1",protein coding gene,ENSMUSG00000024030,Q64343
Abcg2,current symbol,MGI:1347061,Abcg2,"ATP-binding cassette, sub-family G (WHITE), member 2",protein coding gene,ENSMUSG00000029802,Q7TMS5
Abcg3,current symbol,MGI:1351624,Abcg3,"ATP-binding cassette, sub-family G (WHITE), member 3",protein coding gene,ENSMUSG00000029299,Q99P81
Abcg4,current symbol,MGI:1890594,Abcg4,"ATP-binding cassette, sub-family G (WHITE), member 4",protein coding gene,ENSMUSG00000032131,E0CY02
Abcg5,current symbol,MGI:1351659,Abcg5,"ATP-binding cassette, sub-family G (WHITE), member 5",protein coding gene,ENSMUSG00000040505,Q99PE8
Abhd1,current symbol,MGI:1931013,Abhd1,abhydrolase domain containing 1,protein coding gene,ENSMUSG00000006638,Q9QZC8
Abhd10,current symbol,MGI:2442422,Abhd10,abhydrolase domain containing 10,protein coding gene,ENSMUSG00000033157,Q6PE15
Abhd11,current symbol,MGI:1916008,Abhd11,abhydrolase domain containing 11,protein coding gene,ENSMUSG00000040532,Q8K4F5
Abhd12,current symbol,MGI:1923442,Abhd12,abhydrolase domain containing 12,protein coding gene,ENSMUSG00000032046,Q99LR1
Abhd12b,current symbol,MGI:2685650,Abhd12b,abhydrolase domain containing 12B,protein coding gene,ENSMUSG00000090121,G3UZN6
Abhd13,current symbol,MGI:1916154,Abhd13,abhydrolase domain containing 13,protein coding gene,ENSMUSG00000040396,Q80UX8
Abhd14a,current symbol,MGI:1915894,Abhd14a,abhydrolase domain containing 14A,protein coding gene,ENSMUSG00000042210,Q922Q6
Abhd14b,current symbol,MGI:1923741,Abhd14b,abhydrolase domain containing 14b,protein coding gene,ENSMUSG00000042073,Q8VCR7
Abhd15,current symbol,MGI:1914727,Abhd15,abhydrolase domain containing 15,protein coding gene,ENSMUSG00000000686,Q5F2F2
Abhd16a,current symbol,MGI:99476,Abhd16a,abhydrolase domain containing 16A,protein coding gene,ENSMUSG00000007036,Q9Z1Q2
Abhd16b,current symbol,MGI:3607711,Abhd16b,abhydrolase domain containing 16B,protein coding gene,ENSMUSG00000055882,Q80YU0
Abhd2,current symbol,MGI:1914344,Abhd2,abhydrolase domain containing 2,protein coding gene,ENSMUSG00000039202,Q9QXM0
Abhd3,current symbol,MGI:2147183,Abhd3,abhydrolase domain containing 3,protein coding gene,ENSMUSG00000002475,Q91ZH7
Abhd4,chicken symbol,MGI:1914719,Abhd5,abhydrolase domain containing 5,protein coding gene,ENSMUSG00000032540,Q9DBL9
Abhd5,current symbol,MGI:1914719,Abhd5,abhydrolase domain containing 5,protein coding gene,ENSMUSG00000032540,Q9DBL9
Abhd6,current symbol,MGI:1913332,Abhd6,abhydrolase domain containing 6,protein coding gene,ENSMUSG00000025277,Q8R2Y0
Abhd8,current symbol,MGI:1918946,Abhd8,abhydrolase domain containing 8,protein coding gene,ENSMUSG00000007950,Q8R0P8
Abi1,current symbol,MGI:104913,Abi1,abl-interactor 1,protein coding gene,ENSMUSG00000058835,Q8CBW3
Abi2,current symbol,MGI:106913,Abi2,abl-interactor 2,protein coding gene,ENSMUSG00000026782,P62484
Abi3,current symbol,MGI:1913860,Abi3,"ABI gene family, member 3",protein coding gene,ENSMUSG00000018381,Q8BYZ1
Abi3bp,current symbol,MGI:2444583,Abi3bp,"ABI gene family, member 3 (NESH) binding protein",protein coding gene,ENSMUSG00000035258,B2RWZ0
Abl1,current symbol,MGI:87859,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase",protein coding gene,ENSMUSG00000026842,P00520
Abl2,current symbol,MGI:87860,Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",protein coding gene,ENSMUSG00000026596,Q4JIM5
Ablim1,current symbol,MGI:1194500,Ablim1,actin-binding LIM protein 1,protein coding gene,ENSMUSG00000025085,Q8K4G5
Ablim2,current symbol,MGI:2385758,Ablim2,actin-binding LIM protein 2,protein coding gene,ENSMUSG00000029095,Q8BL65
Ablim3,current symbol,MGI:2442582,Ablim3,"actin binding LIM protein family, member 3",protein coding gene,ENSMUSG00000032735,Q69ZX8
Abo,current symbol,MGI:2135738,Abo,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase)",protein coding gene,ENSMUSG00000015787,P38649
Abr,current symbol,MGI:107771,Abr,active BCR-related gene,protein coding gene,ENSMUSG00000017631,Q5SSL4
Abra,current symbol,MGI:2444891,Abra,actin-binding Rho activating protein,protein coding gene,ENSMUSG00000042895,Q8BUZ1
Abt1,current symbol,MGI:1353636,Abt1,activator of basal transcription 1,protein coding gene,ENSMUSG00000036376,Q9QYL7
Abtb1,current symbol,MGI:1933148,Abtb1,ankyrin repeat and  BTB (POZ) domain containing 1,protein coding gene,ENSMUSG00000030083,Q99LJ2
Abtb2,current symbol,MGI:2139365,Abtb2,ankyrin repeat and BTB (POZ) domain containing 2,protein coding gene,ENSMUSG00000032724,Q7TQI7
Acaa1a,current symbol,MGI:2148491,Acaa1a,acetyl-Coenzyme A acyltransferase 1A,protein coding gene,ENSMUSG00000036138,Q921H8
Acaa1b,rat symbol,MGI:2148491,Acaa1a,acetyl-Coenzyme A acyltransferase 1A,protein coding gene,ENSMUSG00000036138,Q921H8
Acaa2,current symbol,MGI:1098623,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),protein coding gene,ENSMUSG00000036880,Q8BWT1
Acaca,current symbol,MGI:108451,Acaca,acetyl-Coenzyme A carboxylase alpha,protein coding gene,ENSMUSG00000020532,Q5SWU9
Acacb,current symbol,MGI:2140940,Acacb,acetyl-Coenzyme A carboxylase beta,protein coding gene,ENSMUSG00000042010,E9Q4Z2
Acad10,current symbol,MGI:1919235,Acad10,"acyl-Coenzyme A dehydrogenase family, member 10",protein coding gene,ENSMUSG00000029456,Q8K370
Acad11,current symbol,MGI:2143169,Acad11,"acyl-Coenzyme A dehydrogenase family, member 11",protein coding gene,ENSMUSG00000090150,Q80XL6
Acad12,current symbol,MGI:2443320,Acad12,"acyl-Coenzyme A dehydrogenase family, member 12",protein coding gene,ENSMUSG00000042647,A0A0G2JDH5
Acad8,current symbol,MGI:1914198,Acad8,"acyl-Coenzyme A dehydrogenase family, member 8",protein coding gene,ENSMUSG00000031969,Q9D7B6
Acad9,current symbol,MGI:1914272,Acad9,"acyl-Coenzyme A dehydrogenase family, member 9",protein coding gene,ENSMUSG00000027710,Q8JZN5
Acadl,current symbol,MGI:87866,Acadl,"acyl-Coenzyme A dehydrogenase, long-chain",protein coding gene,ENSMUSG00000026003,P51174
Acadm,current symbol,MGI:87867,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",protein coding gene,ENSMUSG00000062908,P45952
Acads,current symbol,MGI:87868,Acads,"acyl-Coenzyme A dehydrogenase, short chain",protein coding gene,ENSMUSG00000029545,Q07417
Acadsb,current symbol,MGI:1914135,Acadsb,"acyl-Coenzyme A dehydrogenase, short/branched chain",protein coding gene,ENSMUSG00000030861,Q9DBL1
Acadvl,current symbol,MGI:895149,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",protein coding gene,ENSMUSG00000018574,P50544
Acan,current symbol,MGI:99602,Acan,aggrecan,protein coding gene,ENSMUSG00000030607,Q61282
Acap1,current symbol,MGI:2388270,Acap1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",protein coding gene,ENSMUSG00000001588,Q8K2H4
Acap2,current symbol,MGI:1925868,Acap2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",protein coding gene,ENSMUSG00000049076,Q6ZQK5
Acap3,current symbol,MGI:2153589,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",protein coding gene,ENSMUSG00000029033,A2ADA6
Acat1,current symbol,MGI:87870,Acat1,acetyl-Coenzyme A acetyltransferase 1,protein coding gene,ENSMUSG00000032047,Q8QZT1
Acat2,current symbol,MGI:87871,Acat2,acetyl-Coenzyme A acetyltransferase 2,protein coding gene,ENSMUSG00000023832,Q8CAY6
Acat3,rat synonym,MGI:87871,Acat2,acetyl-Coenzyme A acetyltransferase 2,protein coding gene,ENSMUSG00000023832,Q8CAY6
Acbd3,current symbol,MGI:2181074,Acbd3,acyl-Coenzyme A binding domain containing 3,protein coding gene,ENSMUSG00000026499,Q8BMP6
Acbd4,current symbol,MGI:1914381,Acbd4,acyl-Coenzyme A binding domain containing 4,protein coding gene,ENSMUSG00000056938,A2AHR2
Acbd5,current symbol,MGI:1921409,Acbd5,acyl-Coenzyme A binding domain containing 5,protein coding gene,ENSMUSG00000026781,Q5XG73
Acbd6,current symbol,MGI:1919732,Acbd6,acyl-Coenzyme A binding domain containing 6,protein coding gene,ENSMUSG00000033701,Q9D061
Acbd7,current symbol,MGI:1925495,Acbd7,acyl-Coenzyme A binding domain containing 7,protein coding gene,ENSMUSG00000026644,Q9D258
Accs,current symbol,MGI:1919717,Accs,1-aminocyclopropane-1-carboxylate synthase (non-functional),protein coding gene,ENSMUSG00000040272,A2AIG8
Accsl,current symbol,MGI:3584519,Accsl,1-aminocyclopropane-1-carboxylate synthase (non-functional)-like,protein coding gene,ENSMUSG00000075023,Q3UX83
Acd,current symbol,MGI:87873,Acd,adrenocortical dysplasia,protein coding gene,ENSMUSG00000038000,Q5EE38
Ace,current symbol,MGI:87874,Ace,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1,protein coding gene,ENSMUSG00000020681,P09470
Ace2,current symbol,MGI:1917258,Ace2,angiotensin I converting enzyme (peptidyl-dipeptidase A) 2,protein coding gene,ENSMUSG00000015405,Q8R0I0
Ace3,current symbol,MGI:3644400,Ace3,angiotensin I converting enzyme (peptidyl-dipeptidase A) 3,protein coding gene,ENSMUSG00000101605,D0G895
Acer1,current symbol,MGI:2181962,Acer1,alkaline ceramidase 1,protein coding gene,ENSMUSG00000045019,Q8R4X1
Acer2,current symbol,MGI:1920932,Acer2,alkaline ceramidase 2,protein coding gene,ENSMUSG00000038007,Q8VD53
Acer3,current symbol,MGI:1913440,Acer3,alkaline ceramidase 3,protein coding gene,ENSMUSG00000030760,Q9D099
Ache,current symbol,MGI:87876,Ache,acetylcholinesterase,protein coding gene,ENSMUSG00000023328,P21836
Acin1,current symbol,MGI:1891824,Acin1,apoptotic chromatin condensation inducer 1,protein coding gene,ENSMUSG00000022185,Q9JIX8
Acly,current symbol,MGI:103251,Acly,ATP citrate lyase,protein coding gene,ENSMUSG00000020917,Q91V92
Acmsd,current symbol,MGI:2386323,Acmsd,amino carboxymuconate semialdehyde decarboxylase,protein coding gene,ENSMUSG00000026348,Q8R519
Acn9,old symbol,MGI:1913288,Sdhaf3,succinate dehydrogenase complex assembly factor 3,protein coding gene,ENSMUSG00000042505,Q8BQU3
Acnat1,current symbol,MGI:2140197,Acnat1,acyl-coenzyme A amino acid N-acyltransferase 1,protein coding gene,ENSMUSG00000070985,A2AKK5
Acnat2,rat symbol,MGI:2140197,Acnat1,acyl-coenzyme A amino acid N-acyltransferase 1,protein coding gene,ENSMUSG00000070985,A2AKK5
Aco1,current symbol,MGI:87879,Aco1,aconitase 1,protein coding gene,ENSMUSG00000028405,P28271
Aco2,current symbol,MGI:87880,Aco2,"aconitase 2, mitochondrial",protein coding gene,ENSMUSG00000022477,Q99KI0
